record_id,cpse,original_description,normalized_description,canonical_id,canonical_description,category,description_score,technical_score,technical_coverage,compared_attributes,matching_attributes,critical_compared,critical_matches,critical_conflicts,critical_score,critical_coverage,attribute_evidence,conflict_count,weighted_conflict_score,confidence,decision
0,CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,87.27,33.33,16.67,3,1,3,1,2,33.33,100.0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""4.0"", ""canonical_value"": ""1.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""25.0"", ""canonical_value"": ""2.5"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",2,10,0.0,NO_MATCH
0,CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,33.33,16.67,3,1,3,1,2,33.33,100.0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""4.0"", ""canonical_value"": ""1.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""25.0"", ""canonical_value"": ""4.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",2,10,0.0,NO_MATCH
0,CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,33.33,16.67,3,1,3,1,2,33.33,100.0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""4.0"", ""canonical_value"": ""3.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""25.0"", ""canonical_value"": ""2.5"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",2,10,0.0,NO_MATCH
0,CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,33.33,16.67,3,1,3,1,2,33.33,100.0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""4.0"", ""canonical_value"": ""3.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""25.0"", ""canonical_value"": ""4.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",2,10,0.0,NO_MATCH
0,CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,33.33,16.67,3,1,3,1,2,33.33,100.0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""4.0"", ""canonical_value"": ""3.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""25.0"", ""canonical_value"": ""6.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",2,10,0.0,NO_MATCH
0,CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,66.67,16.67,3,2,3,2,1,66.67,100.0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""4.0"", ""canonical_value"": ""4.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""25.0"", ""canonical_value"": ""10.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",1,5,43.33,NO_MATCH
0,CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,66.67,16.67,3,2,3,2,1,66.67,100.0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""4.0"", ""canonical_value"": ""4.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""25.0"", ""canonical_value"": ""16.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",1,5,43.33,NO_MATCH
0,CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,16.67,3,3,3,3,0,100.0,100.0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""4.0"", ""canonical_value"": ""4.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""25.0"", ""canonical_value"": ""25.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",0,0,97.67,MATCH
0,CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,33.33,16.67,3,1,3,1,2,33.33,100.0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""4.0"", ""canonical_value"": ""3.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""25.0"", ""canonical_value"": ""35.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",2,10,0.0,NO_MATCH
0,CPSE-C,4CX25 SQMM PVC CABLE 1.1KV,4CX25 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,66.67,16.67,3,2,3,2,1,66.67,100.0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""4.0"", ""canonical_value"": ""4.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""25.0"", ""canonical_value"": ""50.0"", ""status"": ""CONFLICT"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",1,5,43.33,NO_MATCH
